review_id,product_id,product_name,category,brand,user_id,age,gender,rating,review_text,review_date,verified_purchase,helpful_votes,total_votes,sentiment,review_length
REV004248,PROD0367,Perfume,Beauty,NaturalBeauty,USER01790,55,Other,3,Mixed feelings about Perfume. Okay for the price,2023-12-01,False,35,61,neutral,8
REV004249,PROD0707,Smartphone,Electronics,FutureTech,USER03064,45,Other,5,Fast performance. Worth every penny!,2025-01-20,False,77,96,positive,5
REV004250,PROD0182,Washing Machine,Home Appliances,EcoLiving,USER01694,36,Other,4,5 stars! Easy to use. Fast delivery too! 👍,2025-01-06,True,33,73,positive,9
REV004251,PROD0205,Smartwatch,Electronics,FutureTech,USER04934,61,F,3,Mixed feelings about Smartwatch. Nothing special 👎,2023-11-29,True,17,89,neutral,7
REV004252,PROD0158,Shoes,Fashion,StyleHub,USER04814,44,Other,3,Shoes is okay. Material is okay,2024-01-08,False,87,88,neutral,6
REV004253,PROD0019,Laptop,Electronics,SmartLife,USER04888,44,F,2,Laggy performance. Not worth the money. Want refund!,2023-12-16,True,29,34,negative,8
REV004254,PROD0332,Yoga Mat,Sports,ActiveGear,USER00268,56,Other,3,Works for beginners. Could be better.,2023-12-13,True,58,70,neutral,6
REV004255,PROD0321,Dumbbells,Sports,FitLife,USER03352,42,M,3,average durability. could be better. #recommended,2025-01-27,True,71,82,neutral,6
REV004256,PROD0337,Headphones,Electronics,ElectroMax,USER04898,43,F,3,AVERAGE HEADPHONES. AVERAGE BATTERY LIFE. PRICE COULD BE LOWER,2024-12-14,True,47,98,neutral,9
REV004257,PROD0019,Laptop,Electronics,FutureTech,USER03622,54,Other,1,Overheatingissues. Not worth the money. Want refund! ⭐,2023-09-10,False,25,56,negative,8
REV004258,PROD0019,Laptop,Electronics,ElectroMax,USER02499,19,Other,1,Laggy performance. Not worth the money. Want refund! !!,2024-12-06,True,55,80,negative,9
REV004259,PROD0182,Washing Machine,Home Appliances,PowerSave,USER00486,40,Other,3,Washing Machine is okay. Could be quieter :(,2025-01-31,False,75,81,neutral,8
REV004260,PROD0205,Smartwatch,Electronics,SmartLife,USER01157,63,F,5,Very happy with this Smartwatch. Good build quality,2025-06-30,True,18,22,positive,8
REV004261,PROD0020,Lipstick,Beauty,SkinCare+,USER02607,51,F,5,Amazing quality! Visible results. Highly recommend!,2025-05-07,True,38,76,positive,6
REV004262,PROD0692,Football,Sports,SportZone,USER01643,62,M,5,Excellent Football! Good for workouts. Highly recommend! ⭐,2023-09-09,True,58,92,positive,8
REV004263,PROD0742,Tablet,Electronics,ElectroMax,USER02749,33,M,1,LAGGY PERFORMANCE. NOT WORTH THE MONEY. WANT REFUND!,2024-04-10,True,87,89,negative,8
REV004264,PROD0709,Face Wash,Beauty,SkinCare+,USER03310,44,F,3,Face Wash is okay. Average results,2024-09-15,True,91,100,neutral,6
REV004265,PROD0019,Laptop,Electronics,SmartLife,USER04984,56,F,5,amazing quality! fast performance. highly recommend!,2023-11-28,True,72,90,positive,6
REV004266,PROD0709,Face Wash,Beauty,PureGlow,USER00870,28,Other,3,Face  Wash  is  okay.  Okay  for  the  price :(,2025-03-28,True,34,35,neutral,9
REV004267,PROD0476,Jacket,Fashion,UrbanFit,USER01295,20,Other,5,Amazing quality! Great color. Highly recommend!,2023-11-05,False,65,84,positive,6
REV004268,PROD0205,Smartwatch,Electronics,DigiWorld,USER01396,19,F,3,Mixed feelings about Smartwatch. Decent for the price,2024-09-24,False,34,55,neutral,8
REV004269,PROD0742,Tablet,Electronics,TechPro,USER04561,52,F,5,5 stars! Great battery life.,2025-06-16,True,20,20,positive,5
REV004270,PROD0194,Air Conditioner,Home Appliances,PowerSave,USER02588,63,F,5,amazing quality! energy efficient. highly recommend! #awesome,2024-10-11,True,58,68,positive,7
REV004271,PROD0359,Jeans,Fashion,StyleHub,USER04328,37,Other,5,Comfortable material. Worth every penny! :),2024-08-17,True,32,68,positive,6
REV004272,PROD0516,Dress,Fashion,UrbanFit,USER01591,27,Other,1,Worst Dress ever! Color faded after wash,2025-05-07,False,71,71,negative,7
REV004273,PROD0359,Jeans,Fashion,ClassicStyle,USER01510,32,F,4,Very  happy  with  this  Jeans.  Looks  exactly  like  the  picture #recommended,2024-04-20,True,56,98,positive,11
REV004274,PROD0476,Jacket,Fashion,ClassicStyle,USER02069,32,F,4,5 STARS! GREAT COLOR. #hate,2025-05-26,True,28,51,positive,5
REV004275,PROD0019,Laptop,Electronics,SmartLife,USER02039,51,M,5,Great battery life. Worth every penny!,2024-06-05,True,36,82,positive,6
REV004276,PROD0709,Face Wash,Beauty,BeautyEssence,USER04299,65,Other,4,5 stars! Gentle on skin. :(,2023-11-02,True,6,21,positive,6
REV004277,PROD0321,Dumbbells,Sports,ActiveGear,USER04117,40,M,3,MIXED FEELINGS ABOUT DUMBBELLS. DECENT FOR CASUAL USE,2024-03-11,True,28,41,neutral,8
REV004278,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER03638,44,F,2,Disappointed with Air Conditioner. Consumes too much power. Not worth the money :),2023-12-24,True,88,97,negative,13
REV004279,PROD0742,Tablet,Electronics,FutureTech,USER01227,60,M,3,Tablet is okay. Average battery life,2024-06-07,True,65,83,neutral,6
REV004280,PROD0476,Jacket,Fashion,TrendyWear,USER00135,34,M,5,5 stars! Comfortable material. Fast delivery too!,2024-12-11,True,79,92,positive,7
REV004281,PROD0742,Tablet,Electronics,ElectroMax,USER00057,18,Other,1,Disappointed with Tablet. Battery drains quickly. Not worth the money :(,2024-06-08,False,93,98,negative,11
REV004282,PROD0103,Vacuum Cleaner,Home Appliances,PowerSave,USER00793,22,Other,5,Amazing quality! Works perfectly. Highly recommend! #waste,2024-06-24,False,33,55,positive,7
REV004283,PROD0205,Smartwatch,Electronics,ElectroMax,USER03917,50,F,3,Works as expected. Could be better.,2025-01-04,False,98,100,neutral,6
REV004284,PROD0158,Shoes,Fashion,UrbanFit,USER00355,35,Other,3,Fits okay. Could be better. ...,2023-10-28,True,96,100,neutral,6
REV004285,PROD0584,Cricket Bat,Sports,ActiveGear,USER03095,59,F,2,disapponted with Cricket Bat. Poor grip. Not worth the money 👎,2023-08-19,True,34,84,negative,11
REV004286,PROD0692,Football,Sports,ProAthletic,USER02249,43,F,1,Material torn after few uses. Not worth the money. Want refund! #recommended,2025-03-31,False,79,91,negative,12
REV004287,PROD0020,Lipstick,Beauty,PureGlow,USER03590,38,M,5,5 stars! Visible results. Fast delivery too! #fail,2024-04-26,True,98,99,positive,8
REV004288,PROD0019,Laptop,Electronics,SmartLife,USER04239,48,M,1,Overheating issues. Would not recommend.,2023-10-10,True,26,36,negative,5
REV004289,PROD0707,Smartphone,Electronics,DigiWorld,USER03119,54,F,5,Excellent Smartphone! Good build quality. Highly recommend!,2025-07-04,True,8,17,positive,7
REV004290,PROD0321,Dumbbells,Sports,SportZone,USER00202,18,F,1,Not comfortable. Not worth the money. Want refund! 👍,2025-04-04,False,38,69,negative,9
REV004291,PROD0205,Smartwatch,Electronics,TechPro,USER02753,50,Other,3,NOTHING SPECIAL. COULD BE BETTER.,2023-11-06,True,6,13,neutral,5
REV004292,PROD0337,Headphones,Electronics,ElectroMax,USER00755,29,F,3,Decent for the price. Could be better.,2025-05-19,True,35,64,neutral,7
REV004293,PROD0394,Shampoo,Beauty,NaturalBeauty,USER00110,33,Other,5,5stars! Gentle on skin. ...,2025-07-10,True,11,12,positive,5
REV004294,PROD0367,Perfume,Beauty,GlowUp,USER01340,36,M,1,Poor quality Perfume. Too expensive for qualaty 👍,2025-03-02,False,25,63,negative,8
REV004295,PROD0516,Dress,Fashion,ClassicStyle,USER00809,44,Other,3,AVERAGE DRESS. MATERIAL IS OKAY. PRICE COULD BE LOWER #waste,2024-03-29,True,18,98,neutral,10
REV004296,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER01505,38,M,4,5 stars! Energy efficient.,2025-02-25,True,21,49,positive,4
REV004297,PROD0516,Dress,Fashion,ClassicStyle,USER01614,62,F,5,Excellent Dress! Looks exactly like the picture. Highly recommend!,2024-06-25,True,68,91,positive,9
REV004298,PROD0182,Washing Machine,Home Appliances,PowerSave,USER04887,53,M,4,Excellent Washing Machine! Quiet operation. Highly recommend!,2024-10-07,True,31,40,positive,7
REV004299,PROD0321,Dumbbells,Sports,SportZone,USER01210,20,M,2,Disappointed with Dumbbells. Not comfortable. Not worth the money,2023-08-26,True,41,83,negative,9
REV004300,PROD0158,Shoes,Fashion,TrendyWear,USER01563,56,Other,5,Comfortable material. Worth every penny! :(,2024-12-25,True,34,40,positive,6
REV004301,PROD0476,Jacket,Fashion,UrbanFit,USER01366,39,M,3,Jacket is okay. Material is okay,2024-07-16,True,6,33,neutral,6
REV004302,PROD0516,Dress,Fashion,UrbanFit,USER02447,26,M,5,5 stars! Perfect fit. 👎,2024-07-06,True,51,65,positive,5
REV004303,PROD0476,Jacket,Fashion,TrendyWear,USER02006,37,Other,4,excellent jacket! great color. highly recommend!,2023-08-31,True,13,66,positive,6
REV004304,PROD0707,Smartphone,Electronics,SmartLife,USER03106,31,F,1,Disappointed with Smartphone. Battery drains quickly. Not worth the money,2024-05-31,True,95,95,negative,10
REV004305,PROD0019,Laptop,Electronics,FutureTech,USER03962,27,Other,4,very happy with this laptop. great battery life :),2024-09-14,True,81,87,positive,9
REV004306,PROD0936,T-Shirt,Fashion,StyleHub,USER03530,41,F,3,Average T-Shirt. Average quality. Price could be lower,2023-08-20,False,58,92,neutral,8
REV004307,PROD0359,Jeans,Fashion,ClassicStyle,USER01460,37,F,5,Excellent Jeans! Looks exactly like the picture. Highly recommend! :D,2024-08-17,True,79,81,positive,10
REV004308,PROD0516,Dress,Fashion,ClassicStyle,USER00425,43,M,3,Looks decent. Could be better. 👍,2023-10-15,True,74,75,neutral,6
REV004309,PROD0707,Smartphone,Electronics,DigiWorld,USER03872,54,Other,2,Worst Smartphone ever! Laggy performance,2024-03-15,True,28,93,negative,5
REV004310,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER04059,65,Other,1,Consumes too much power. Not worth the money. Want refund!,2024-01-17,True,54,56,negative,10
REV004311,PROD0194,Air Conditioner,Home Appliances,EcoLiving,USER01279,31,M,5,5 stars! Works perfectly. Fast delivery too!,2024-01-23,True,24,84,positive,7
REV004312,PROD0584,Cricket Bat,Sports,FitLife,USER01752,50,M,5,5 stars! Excellent quality.,2023-10-18,True,71,80,positive,4
REV004313,PROD0707,Smartphone,Electronics,DigiWorld,USER04215,36,Other,5,Amazing quality! Great battery life. Highly recommend!,2023-12-19,True,18,40,positive,7
REV004314,PROD0742,Tablet,Electronics,FutureTech,USER03694,39,M,5,5 stars! Fast performance.,2023-10-28,True,51,51,positive,4
REV004315,PROD0936,T-Shirt,Fashion,TrendyWear,USER03305,45,F,3,AVERAGE QUALITY. COULD BE BETTER. :),2024-01-28,True,52,68,neutral,6
REV004316,PROD0020,Lipstick,Beauty,GlowUp,USER02082,63,F,4,Nice fragrance. Worth every penny!,2023-11-12,True,39,83,positive,5
REV004317,PROD0742,Tablet,Electronics,ElectroMax,USER04853,57,M,5,Amazing quality! Good build quality. Highly recommend! :),2025-03-11,True,8,17,positive,8
REV004318,PROD0516,Dress,Fashion,TrendyWear,USER02715,25,M,5,Amazing quality! Great color. Highly recommend!,2025-03-17,True,34,85,positive,6
REV004319,PROD0158,Shoes,Fashion,StyleHub,USER01998,36,F,5,Very happy with this Shoes. Perfect fit ...,2023-09-16,True,32,80,positive,8
REV004320,PROD0019,Laptop,Electronics,FutureTech,USER03834,65,M,5,Excellent Laptop! Excellent display quality. Highly recommend! :),2024-02-05,True,35,51,positive,8
REV004321,PROD0337,Headphones,Electronics,TechPro,USER04247,65,M,3,Works as expected. Could be better. #hate,2024-10-05,True,45,78,neutral,7
REV004322,PROD0103,Vacuum Cleaner,Home Appliances,HomeEasy,USER04211,25,Other,1,Poor qualaty Vacuum Cleaner. Difficult to operate #hate,2023-12-01,True,25,46,negative,8
REV004323,PROD0337,Headphones,Electronics,FutureTech,USER02205,28,F,5,Amazing quality! Fast performance. Highly recommend!,2024-05-11,False,68,80,positive,6
REV004324,PROD0332,Yoga Mat,Sports,SportZone,USER02291,21,Other,2,Not comfortable. Not worth the money. Want refund!,2023-08-21,True,30,46,negative,8
REV004325,PROD0337,Headphones,Electronics,FutureTech,USER03850,48,Other,3,Works as expected. Could be better.,2023-12-13,True,66,78,neutral,6
REV004326,PROD0182,Washing Machine,Home Appliances,EcoLiving,USER00661,48,M,3,Mixed feelings about Washing Machine. Basic features only,2023-08-25,True,99,99,neutral,8
REV004327,PROD0476,Jacket,Fashion,TrendyWear,USER01456,42,Other,3,AVERAGE JACKET. LOOKS DECENT. PRICE COULD BE LOWER,2024-09-04,False,10,37,neutral,8
REV004328,PROD0205,Smartwatch,Electronics,TechPro,USER04165,32,M,1,Overheating issues. Not worth the money. Want refund!,2024-06-22,True,72,96,negative,8
REV004329,PROD0019,Laptop,Electronics,ElectroMax,USER00270,56,Other,2,Laggy performance. Would not recommend. !!,2024-12-03,True,59,69,negative,6
REV004330,PROD0337,Headphones,Electronics,TechPro,USER02078,34,F,5,Very happy with this Headphones. exellent display quality 👍,2025-05-03,True,46,78,positive,9
REV004331,PROD0019,Laptop,Electronics,SmartLife,USER01735,51,M,3,Average battery life. Could be better.,2024-06-23,False,29,69,neutral,6
REV004332,PROD0476,Jacket,Fashion,TrendyWear,USER03473,32,F,5,5 stars! Perfect fit.,2025-05-21,True,13,60,positive,4
REV004333,PROD0428,Refrigerator,Home Appliances,EcoLiving,USER01262,19,F,5,exellent Refrigerator! Quiet operation. Highly recommend!,2024-03-31,True,73,87,positive,6
REV004334,PROD0321,Dumbbells,Sports,FitLife,USER04007,57,Other,5,COMFORTABLE GRIP. WORTH EVERY PENNY!,2023-11-24,False,16,19,positive,5
REV004335,PROD0707,Smartphone,Electronics,DigiWorld,USER03613,35,F,3,Smartphone is okay. Works as expected,2025-05-19,True,36,48,neutral,6
REV004336,PROD0692,Football,Sports,SportsMaster,USER04659,65,F,5,5 stars! Durable material. Fast delivery too! :D,2025-05-06,False,29,41,positive,8
REV004337,PROD0158,Shoes,Fashion,UrbanFit,USER04121,33,Other,3,Mixed feelings about Shoes. Material is okay #recommended,2025-06-30,True,19,22,neutral,8
REV004338,PROD0709,Face Wash,Beauty,GlowUp,USER04812,47,M,5,Amazing quality! Nice fragrance. Highly recommend!,2025-07-22,False,0,0,positive,6
REV004339,PROD0158,Shoes,Fashion,UrbanFit,USER02717,34,F,5,Comfortable material. Worth every penny!,2024-11-18,True,8,35,positive,5
REV004340,PROD0428,Refrigerator,Home Appliances,HomeEasy,USER01158,27,Other,3,Average Refrigerator. Could be quieter. Price could be lower :),2025-03-30,True,30,82,neutral,10
REV004341,PROD0321,Dumbbells,Sports,SportsMaster,USER03636,62,Other,3,Dumbbells is okay. Decent for casual use #recommended,2025-01-03,True,45,99,neutral,8
REV004342,PROD0337,Headphones,Electronics,DigiWorld,USER04310,58,M,5,Excellent Headphones! Fast performance. Highly recommend!,2023-10-27,True,92,94,positive,6
REV004343,PROD0332,Yoga Mat,Sports,SportsMaster,USER00847,53,F,3,Average Yoga Mat. Works for beginners. Price could be lower 😞 #hate,2024-10-03,True,97,100,neutral,12
REV004344,PROD0359,Jeans,Fashion,UrbanFit,USER00203,41,Other,5,Looksexactly like the picture. Worth every penny!,2025-07-16,True,2,6,positive,7
REV004345,PROD0337,Headphones,Electronics,DigiWorld,USER03993,33,F,2,Laggy performance. Not worth the money. Want refund!,2024-05-06,True,42,46,negative,8
REV004346,PROD0205,Smartwatch,Electronics,ElectroMax,USER04320,23,F,4,Great battery life. Worth every penny!,2025-06-30,True,11,16,positive,6
REV004347,PROD0692,Football,Sports,ProAthletic,USER02251,22,F,3,Football is okay. Basic quality,2025-06-04,True,26,47,neutral,5
REV004348,PROD0936,T-Shirt,Fashion,ClassicStyle,USER03272,45,F,5,Comfortable material. Worth every penny!,2024-06-29,True,57,62,positive,5
REV004349,PROD0692,Football,Sports,SportZone,USER02716,50,Other,4,5  stars!  Comfortable  grip.,2024-01-20,True,55,74,positive,4
REV004350,PROD0359,Jeans,Fashion,FashionForward,USER02686,60,Other,1,Poor quality Jeans. Not as described,2023-11-28,True,1,50,negative,6
REV004351,PROD0158,Shoes,Fashion,FashionForward,USER00078,54,Other,3,Average Shoes. Looks decent. Price could be lower #awesome,2025-01-20,True,66,95,neutral,9
REV004352,PROD0158,Shoes,Fashion,TrendyWear,USER00947,55,F,5,Very happy with this Shoes. Comfortable material 👎,2025-01-24,True,45,99,positive,8
REV004353,PROD0205,Smartwatch,Electronics,DigiWorld,USER00799,47,F,5,Excellent Smartwatch! Great battery life. Highly recommend!,2024-03-03,True,70,84,positive,7
REV004354,PROD0194,Air Conditioner,Home Appliances,PowerSave,USER00662,24,Other,3,Could  be  quieter.  Could  be  better.,2024-08-03,False,35,58,neutral,6
REV004355,PROD0476,Jacket,Fashion,UrbanFit,USER02541,44,Other,3,Jacketis okay. Material is okay,2023-10-05,False,19,83,neutral,5
REV004356,PROD0359,Jeans,Fashion,UrbanFit,USER03391,41,Other,4,excelent JEANS! PERFECT FIT. HIGHLY RECOMMEND! :D,2024-12-28,True,27,49,positive,7
REV004357,PROD0359,Jeans,Fashion,ClassicStyle,USER03349,56,Other,3,Average Jeans. Material is okay. Price could be lower,2025-07-06,True,1,14,neutral,9
REV004358,PROD0516,Dress,Fashion,TrendyWear,USER01591,58,M,2,Size runs small. Would not recommend. !!,2024-05-07,True,18,38,negative,7
REV004359,PROD0205,Smartwatch,Electronics,DigiWorld,USER00835,48,F,4,Very happy with this Smartwatch. Good build quality #awesome,2023-11-24,False,80,100,positive,9
REV004360,PROD0205,Smartwatch,Electronics,TechPro,USER04844,38,M,1,Worst Smartwatch ever! Laggy performance,2025-05-28,True,43,51,negative,5
REV004361,PROD0158,Shoes,Fashion,FashionForward,USER00673,22,Other,5,5 stars! Perfect fit.,2024-02-10,True,8,42,positive,4
REV004362,PROD0707,Smartphone,Electronics,SmartLife,USER00399,45,M,3,Smartphone is okay. Decent for the price 👍,2024-12-06,True,18,57,neutral,8
REV004363,PROD0337,Headphones,Electronics,ElectroMax,USER01225,21,M,3,Mixed feelings about Headphones. Works as expected 👎,2024-03-02,False,56,90,neutral,8
REV004364,PROD0321,Dumbbells,Sports,ProAthletic,USER03366,55,M,3,DUMBBELLS IS OKAY. BASIC QUALITY 👎,2025-03-11,True,2,74,neutral,6
REV004365,PROD0707,Smartphone,Electronics,TechPro,USER04344,37,M,3,decent for the price. could be better. ⭐,2024-11-06,True,68,95,neutral,8
REV004366,PROD0182,Washing Machine,Home Appliances,PowerSave,USER01326,51,F,5,5 stars! Quiet operation. :(,2023-08-08,False,9,23,positive,5
REV004367,PROD0019,Laptop,Electronics,TechPro,USER00488,64,M,4,Great battery life. Worth every penny!,2024-04-09,False,13,38,positive,6
REV004368,PROD0428,Refrigerator,Home Appliances,AppliancePro,USER04165,50,F,3,Average Refrigerator. Could be quieter. Price could be lower,2023-11-08,True,7,63,neutral,9
REV004369,PROD0367,Perfume,Beauty,SkinCare+,USER01996,23,M,5,Excellent Perfume! Long lasting. Highly recommend!,2024-08-10,True,89,90,positive,6
REV004370,PROD0359,Jeans,Fashion,UrbanFit,USER02503,43,Other,3,Mixed feelings about Jeans. Looks decent,2023-11-18,False,56,97,neutral,6
REV004371,PROD0103,Vacuum Cleaner,Home Appliances,SmartHome,USER00433,34,M,5,Amazing quality! Easy to use. Highly recommend!,2023-11-27,True,20,45,positive,7
REV004372,PROD0337,Headphones,Electronics,SmartLife,USER04253,50,Other,1,poor quality headphones. poor camera quality,2025-07-20,True,1,2,negative,6
REV004373,PROD0334,Running Shoes,Sports,ActiveGear,USER03469,30,F,5,5 stars! Good for workouts. Fast delivery too! 😞,2024-09-08,True,99,100,positive,9
REV004374,PROD0453,Face Cream,Beauty,PureGlow,USER04002,27,F,4,EXCELLENT FACE CREAM! GENTLE ON SKIN. HIGHLY RECOMMEND!,2024-11-30,True,55,79,positive,8
REV004375,PROD0742,Tablet,Electronics,FutureTech,USER00522,28,M,3,Tablet is okay. Works as expected,2023-08-12,False,94,99,neutral,6
REV004376,PROD0205,Smartwatch,Electronics,DigiWorld,USER00744,58,M,1,Overheating issues. Not worth the money. Want refund!,2024-04-27,True,86,99,negative,8
REV004377,PROD0158,Shoes,Fashion,FashionForward,USER02730,39,Other,3,Looks decent. Could be better.,2024-04-13,True,72,92,neutral,5
REV004378,PROD0709,Face Wash,Beauty,SkinCare+,USER04553,27,M,3,Face Wash is okay. Okay for the price,2025-01-22,True,53,90,neutral,8
REV004379,PROD0707,Smartphone,Electronics,TechPro,USER02063,49,M,4,Very  happy  with  this  Smartphone.  Great  battery  life,2024-04-26,True,71,95,positive,8
REV004380,PROD0103,Vacuum Cleaner,Home Appliances,HomeEasy,USER02753,43,M,3,Average Vacuum Cleaner. Basic features only. Price could be lower,2025-06-07,False,3,7,neutral,10
REV004381,PROD0394,Shampoo,Beauty,PureGlow,USER03623,30,M,1,Disappointed with Shampoo. Strong chemical smell. Not worth the money,2023-12-09,True,36,36,negative,10
REV004382,PROD0709,Face Wash,Beauty,NaturalBeauty,USER01155,45,M,3,Average results. Could be better.,2024-02-28,True,89,96,neutral,5
REV004383,PROD0205,Smartwatch,Electronics,SmartLife,USER00534,20,Other,5,Amazingquality! Great battery life. Highly recommend! ...,2025-01-28,False,31,34,positive,7
REV004384,PROD0709,Face Wash,Beauty,BeautyEssence,USER03653,57,F,3,Face Wash is okay. Okay for the price,2023-12-03,True,80,96,neutral,8
REV004385,PROD0205,Smartwatch,Electronics,TechPro,USER01162,28,F,5,Amazing  quality!  Good  build  quality.  Highly  recommend!,2023-12-01,True,50,63,positive,7
REV004386,PROD0516,Dress,Fashion,FashionForward,USER02766,28,F,3,Average Dress. Looks decent. Price could be lower,2025-06-04,True,7,30,neutral,8
REV004387,PROD0453,Face Cream,Beauty,BeautyEssence,USER01763,33,M,3,Face Cream is okay. Nothing extraordinary ...,2024-07-14,True,2,24,neutral,7
REV004388,PROD0020,Lipstick,Beauty,PureGlow,USER00154,64,Other,5,Excellent Lipstick! Gentle on skin. Highly recommend!,2025-06-09,False,26,29,positive,7
REV004389,PROD0205,Smartwatch,Electronics,DigiWorld,USER01094,58,F,4,excellent smartwatch! great battery life. highly recommend!,2024-04-18,False,46,84,positive,7
REV004390,PROD0019,Laptop,Electronics,ElectroMax,USER01888,43,F,3,Mixed feelings about Laptop. Nothing special,2024-11-01,True,69,100,neutral,6
REV004391,PROD0709,Face Wash,Beauty,BeautyEssence,USER04551,25,M,1,Poor quality Face Wash. Too expensive for quality,2024-12-04,True,74,94,negative,8
REV004392,PROD0205,Smartwatch,Electronics,DigiWorld,USER03968,42,M,5,Excellent Smartwatch! Fast performance. Highly recommend! #hate,2023-12-16,True,25,68,positive,7
REV004393,PROD0182,Washing Machine,Home Appliances,HomeEasy,USER01103,41,Other,5,Very  happy  with  this  Washing  Machine.  Quiet  operation,2023-08-13,True,69,90,positive,8
REV004394,PROD0205,Smartwatch,Electronics,SmartLife,USER04827,35,Other,4,AMAZING QUALITY! GREAT BATTERY LIFE. HIGHLY RECOMMEND!,2023-10-30,True,77,92,positive,7
REV004395,PROD0337,Headphones,Electronics,DigiWorld,USER02401,53,Other,5,5 stars! Great battery life.,2025-01-13,False,60,65,positive,5
REV004396,PROD0584,Cricket Bat,Sports,ProAthletic,USER03913,51,F,5,Durable material. Worth every penny!,2025-02-06,True,5,91,positive,5
REV004397,PROD0194,Air Conditioner,Home Appliances,SmartHome,USER02674,58,F,4,ExcellentAir Conditioner! Works perfectly. Highly recommend!,2023-11-27,True,38,75,positive,6
REV004398,PROD0709,Face Wash,Beauty,NaturalBeauty,USER02756,24,Other,1,CAUSED BREAKOUTS. WOULD NOT RECOMMEND.,2025-04-02,True,62,88,negative,5
REV004399,PROD0394,Shampoo,Beauty,PureGlow,USER01997,39,M,5,Nice fragrance. Worth every penny! 😞,2023-10-26,True,93,99,positive,6
REV004400,PROD0453,Face Cream,Beauty,NaturalBeauty,USER04629,60,M,4,Amazing quality! Long lasting. Highly recommend!,2024-11-19,False,18,98,positive,6
REV004401,PROD0476,Jacket,Fashion,UrbanFit,USER03225,39,F,1,Size runs small. Not worth the money. Want refund!,2025-04-16,False,93,94,negative,9
REV004402,PROD0194,Air Conditioner,Home Appliances,SmartHome,USER03924,50,M,3,Air Conditioner is okay. Average performance,2024-01-07,True,3,91,neutral,6
REV004403,PROD0394,Shampoo,Beauty,PureGlow,USER03228,43,F,3,Average Shampoo. Some improvement seen. Price could be lower,2024-01-18,True,41,64,neutral,9
REV004404,PROD0428,Refrigerator,Home Appliances,PowerSave,USER04924,64,F,4,Very happy with this Refrigerator. Works perfectly,2024-08-27,True,20,98,positive,7
REV004405,PROD0019,Laptop,Electronics,TechPro,USER00787,25,M,4,5 STARS! GOOD BUILD QUALITY. FAST DELIVERY TOO!,2025-06-23,True,2,22,positive,8
REV004406,PROD0936,T-Shirt,Fashion,FashionForward,USER01949,48,Other,3,Mixed feelings about T-Shirt. Average qality #fail,2024-07-24,True,58,81,neutral,7
REV004407,PROD0369,Microwave,Home Appliances,EcoLiving,USER02860,50,M,3,Microwave is okay. Average performance,2023-08-24,True,57,69,neutral,5
REV004408,PROD0707,Smartphone,Electronics,TechPro,USER02037,32,M,3,Mixedfeelings about Smartphone. Average battery life,2024-03-04,True,83,83,neutral,6
REV004409,PROD0194,Air Conditioner,Home Appliances,HomeEasy,USER01363,24,M,3,Average Air Conditioner. Average performance. Price could be lower,2025-06-21,True,16,22,neutral,9
REV004410,PROD0428,Refrigerator,Home Appliances,SmartHome,USER01117,22,F,4,EXCELLENT REFRIGERATOR! ENERGY EFFICIENT. HIGHLY RECOMMEND! 👍,2024-01-05,True,47,87,positive,7
REV004411,PROD0158,Shoes,Fashion,TrendyWear,USER02920,24,F,5,Great color. Worth every penny!,2025-04-11,True,33,78,positive,5
REV004412,PROD0707,Smartphone,Electronics,ElectroMax,USER00031,27,M,1,Laggy performance. Would not recommend. #love,2025-03-30,False,2,90,negative,6
REV004413,PROD0367,Perfume,Beauty,SkinCare+,USER04506,35,Other,5,5 stars! Long lasting. Fast delivery too!,2024-09-17,True,64,88,positive,7
REV004414,PROD0019,Laptop,Electronics,TechPro,USER04864,41,F,3,MIXED FEELINGS ABOUT LAPTOP. DECENT FOR THE PRICE,2025-02-20,False,59,65,neutral,8
REV004415,PROD0369,Microwave,Home Appliances,HomeEasy,USER02957,21,Other,1,Difficult to operate. Would not recommend. #awesome,2025-03-13,True,75,87,negative,7
REV004416,PROD0359,Jeans,Fashion,FashionForward,USER04773,46,M,3,Mixed feelings about Jeans. Material is okay,2023-11-29,True,95,95,neutral,7
REV004417,PROD0103,Vacuum Cleaner,Home Appliances,HomeEasy,USER02587,18,Other,5,Amazing quality! Energy efficient. Highly recommend!,2023-11-16,True,93,95,positive,6
REV004418,PROD0019,Laptop,Electronics,TechPro,USER00103,42,F,3,average laptop. works as expected. price could be lower,2023-12-25,True,36,49,neutral,9
REV004419,PROD0476,Jacket,Fashion,StyleHub,USER04964,47,F,5,Excellent Jacket! Looks exactly like the picture. Highly recommend!,2023-11-29,True,11,85,positive,9
REV004420,PROD0476,Jacket,Fashion,FashionForward,USER01658,51,Other,1,NOT AS DESCRIBED. NOT WORTH THE MONEY. WANT REFUND! ⭐,2023-11-30,True,40,73,negative,10
REV004421,PROD0516,Dress,Fashion,FashionForward,USER04747,19,F,3,Dress is okay. Material is okay 😊,2025-04-02,True,79,81,neutral,7
REV004422,PROD0182,Washing Machine,Home Appliances,HomeEasy,USER04875,22,F,3,COULD BE QUIETER. COULD BE BETTER. :D,2024-03-02,True,46,46,neutral,7
